# Weather data downloaded from https://www.ncdc.noaa.gov/cdo-web/search
"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS"
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-07-18",,,"0.00","0.0","0.0",,"81","57",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-07-19",,,"0.00","0.0","0.0",,"82","55",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-07-20",,,"0.06","0.0","0.0",,"70","59",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-07-21",,,"0.00","0.0","0.0",,"72","58",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-07-22",,,"0.00","0.0","0.0",,"77","57",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-07-23",,,"0.00","0.0","0.0",,"80","54",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-07-24",,,"0.00","0.0","0.0",,"82","61",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-07-25",,,"0.00","0.0","0.0",,"82","61",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-07-26",,,"0.00","0.0","0.0",,"80","59",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-07-27",,,"0.00","0.0","0.0",,"82","61",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-07-28",,,"0.00","0.0","0.0",,"88","60",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-07-29",,,"0.00","0.0","0.0",,"88","58",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-07-30",,,"0.00","0.0","0.0",,"90","63",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-07-31",,,"0.00","0.0","0.0",,"74","66",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-01",,,"0.00","0.0","0.0",,"81","66",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-02",,,"0.00","0.0","0.0",,"84","60",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-03",,,"0.00","0.0","0.0",,"84","62",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-04",,,"0.00","0.0","0.0",,"89","60",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-05",,,"0.02","0.0","0.0",,"86","63",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-06",,,"0.13","0.0","0.0",,"78","61",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-07",,,"0.01","0.0","0.0",,"79","59",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-08",,,"0.06","0.0","0.0",,"75","56",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-09",,,"0.00","0.0","0.0",,"78","56",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-10",,,"0.00","0.0","0.0",,"83","61",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-11",,,"0.00","0.0","0.0",,"89","64",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-12",,,"0.00","0.0","0.0",,"93","68",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-13",,,"0.00","0.0","0.0",,"93","65",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-14",,,"0.00","0.0","0.0",,"84","64",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-15",,,"0.00","0.0","0.0",,"83","60",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-16",,,"0.00","0.0","0.0",,"73","58",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-17",,,"0.00","0.0","0.0",,"69","57",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-18",,,"0.00","0.0","0.0",,"78","54",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-19",,,"0.00","0.0","0.0",,"79","57",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-20",,,"0.00","0.0","0.0",,"67","58",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-21",,,"0.00","0.0","0.0",,"72","57",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-22",,,"0.00","0.0","0.0",,"68","55",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-23",,,"0.00","0.0","0.0",,"73","54",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-24",,,"0.00","0.0","0.0",,"77","53",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-25",,,"0.00","0.0","0.0",,"79","53",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-26",,,"0.01","0.0","0.0",,"76","60",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-27",,,"0.03","0.0","0.0",,"69","58",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-28",,,"0.00","0.0","0.0",,"79","52",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-29",,,"0.00","0.0","0.0",,"78","54",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-30",,,"0.00","0.0","0.0",,"64","53",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-08-31",,,"0.02","0.0","0.0",,"67","51",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-01",,,"0.00","0.0","0.0",,"71","49",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-02",,,"0.00","0.0","0.0",,"79","51",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-03",,,"0.00","0.0","0.0",,"78","51",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-04",,,"0.00","0.0","0.0",,"79","50",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-05",,,"0.00","0.0","0.0",,"79","62",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-06",,,"0.00","0.0","0.0",,"76","59",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-07",,,"0.00","0.0","0.0",,"81","53",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-08",,,"0.00","0.0","0.0",,"80","61",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-09",,,"0.00","0.0","0.0",,"82","56",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-10",,,"0.00","0.0","0.0",,"67","58",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-11",,,"0.00","0.0","0.0",,"71","57",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-12",,,"0.02","0.0","0.0",,"69","56",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-13",,,"0.00","0.0","0.0",,"72","50",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-14",,,"0.00","0.0","0.0",,"70","50",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-15",,,"0.00","0.0","0.0",,"67","52",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-16",,,"0.00","0.0","0.0",,"69","45",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-17",,,"0.60","0.0","0.0",,"68","55",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-18",,,"0.63","0.0","0.0",,"65","53",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-19",,,"0.17","0.0","0.0",,"65","53",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-20",,,"0.00","0.0","0.0",,"71","54",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-21",,,"0.00","0.0","0.0",,"77","50",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-22",,,"0.00","0.0","0.0",,"69","53",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-23",,,"0.00","0.0","0.0",,"71","53",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-24",,,"0.00","0.0","0.0",,"76","53",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-25",,,"0.00","0.0","0.0",,"79","51",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-26",,,"0.64","0.0","0.0",,"65","56",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-27",,,"0.40","0.0","0.0",,"62","54",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-28",,,"0.05","0.0","0.0",,"66","53",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-29",,,"0.10","0.0","0.0",,"61","55",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-09-30",,,"0.36","0.0","0.0",,"62","51",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-01",,,"0.00","0.0","0.0",,"64","48",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-02",,,"0.00","0.0","0.0",,"68","49",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-03",,,"0.02","0.0","0.0",,"58","53",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-04",,,"0.00","0.0","0.0",,"64","51",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-05",,,"0.22","0.0","0.0",,"58","50",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-06",,,"0.01","0.0","0.0",,"61","47",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-07",,,"0.00","0.0","0.0",,"61","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-08",,,"0.00","0.0","0.0",,"59","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-09",,,"0.09","0.0","0.0",,"58","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-10",,,"0.27","0.0","0.0",,"55","45",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-11",,,"0.07","0.0","0.0",,"56","39",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-12",,,"0.03","0.0","0.0",,"52","40",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-13",,,"0.03","0.0","0.0",,"55","46",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-14",,,"0.02","0.0","0.0",,"60","47",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-15",,,"0.03","0.0","0.0",,"60","53",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-16",,,"0.01","0.0","0.0",,"67","51",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-17",,,"0.01","0.0","0.0",,"58","50",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-18",,,"0.00","0.0","0.0",,"56","49",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-19",,,"0.00","0.0","0.0",,"60","44",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-20",,,"0.26","0.0","0.0",,"62","50",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-21",,,"0.45","0.0","0.0",,"69","50",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-22",,,"0.08","0.0","0.0",,"57","51",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-23",,,"0.17","0.0","0.0",,"56","49",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-24",,,"0.29","0.0","0.0",,"61","50",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-25",,,"0.04","0.0","0.0",,"60","51",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-26",,,"0.07","0.0","0.0",,"57","49",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-27",,,"0.17","0.0","0.0",,"57","48",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-28",,,"1.77","0.0","0.0",,"60","47",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-29",,,"0.49","0.0","0.0",,"52","40",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-30",,,"0.00","0.0","0.0",,"55","38",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-10-31",,,"0.00","0.0","0.0",,"62","39",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-01",,,"0.09","0.0","0.0",,"55","39",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-02",,,"0.15","0.0","0.0",,"52","43",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-03",,,"0.44","0.0","0.0",,"60","45",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-04",,,"0.54","0.0","0.0",,"59","49",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-05",,,"0.10","0.0","0.0",,"55","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-06",,,"0.44","0.0","0.0",,"50","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-07",,,"0.22","0.0","0.0",,"48","41",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-08",,,"0.00","0.0","0.0",,"58","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-09",,,"0.55","0.0","0.0",,"58","43",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-10",,,"0.06","0.0","0.0",,"54","43",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-11",,,"0.76","0.0","0.0",,"55","46",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-12",,,"0.70","0.0","0.0",,"59","46",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-13",,,"0.42","0.0","0.0",,"54","45",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-14",,,"0.71","0.0","0.0",,"61","54",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-15",,,"0.25","0.0","0.0",,"62","41",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-16",,,"0.00","0.0","0.0",,"50","37",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-17",,,"0.00","0.0","0.0",,"51","33",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-18",,,"0.25","0.0","0.0",,"49","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-19",,,"0.11","0.0","0.0",,"48","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-20",,,"0.00","0.0","0.0",,"50","39",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-21",,,"0.00","0.0","0.0",,"49","36",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-22",,,"0.03","0.0","0.0",,"47","36",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-23",,,"0.57","0.0","0.0",,"49","40",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-24",,,"0.09","0.0","0.0",,"47","39",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-25",,,"0.61","0.0","0.0",,"48","43",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-26",,,"0.10","0.0","0.0",,"51","45",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-27",,,"0.27","0.0","0.0",,"58","47",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-28",,,"0.19","0.0","0.0",,"60","54",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-29",,,"0.00","0.0","0.0",,"58","52",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-11-30",,,"0.07","0.0","0.0",,"55","52",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-01",,,"0.01","0.0","0.0",,"58","50",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-02",,,"0.15","0.0","0.0",,"50","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-03",,,"0.01","0.0","0.0",,"43","35",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-04",,,"0.32","0.0","0.0",,"41","33",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-05",,,"0.00","0.0","0.0",,"42","35",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-06",,,"0.08","0.0","0.0",,"45","38",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-07",,,"0.03","0.0","0.0",,"50","44",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-08",,,"0.20","0.0","0.0",,"50","39",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-09",,,"0.01","0.0","0.0",,"44","36",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-10",,,"0.24","0.0","0.0",,"46","40",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-11",,,"0.42","0.0","0.0",,"51","41",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-12",,,"0.19","0.0","0.0",,"44","37",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-13",,,"0.14","0.0","0.0",,"43","36",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-14",,,"0.11","0.0","0.0",,"42","36",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-15",,,"0.08","0.0","0.0",,"44","37",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-16",,,"0.07","0.0","0.0",,"44","36",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-17",,,"0.17","0.0","0.0",,"45","36",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-18",,,"0.76","0.0","0.0",,"51","38",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-19",,,"0.00","0.0","0.0",,"46","37",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-20",,,"0.00","0.0","0.0",,"39","37",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-21",,,"0.17","0.0","0.0",,"43","35",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-22",,,"0.60","0.0","0.0",,"50","43",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-23",,,"0.08","0.0","0.0",,"46","40",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-24",,,"0.35","0.0","0.0",,"42","38",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-25",,,"0.12","0.0","0.0",,"39","34",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-26",,,"0.21","2.5","0.0",,"34","22",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-27",,,"0.02","0.2","2.0",,"25","17",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-28",,,"0.00","0.2","2.0",,"29","24",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-29",,,"0.10","1.5","1.2",,"30","22",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-30",,,"0.07","0.8","3.1",,"35","29",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2021-12-31",,,"0.00","0.0","0.0",,"34","22",
